entry,example_de,translation,cefr
die Verpflichtung,Die Verpflichtung wurde erfüllt.,commitment,B1
die Abteilung,Die Abteilung arbeitet effizient.,department,B1
alternativ,Alternativ können Sie uns anrufen.,alternatively,B1
der Mittag,Zum Mittag gab es eine leckere Suppe.,noon,A2
befassen,Er befasst sich mit dem Thema.,to deal,B2
das Finale,Das Finale beendete die Serie.,final,
gewähren,Er gewährte ihm Schutz vor den Feinden.,to grant,B1
aussagen,Der Zeuge sagte vor Gericht aus.,to testify,A2
die Tendenz,Die Tendenz geht klar nach oben.,tendency,C1
der Terrorist,Der Terrorist wurde endlich gefasst.,terrorist,B1
jemals,Hast du jemals so etwas gesehen?,ever,B1
der Opa,Mein Opa erzählte Geschichten.,grandpa,A1
arbeitslos,Er ist seit zwei Monaten arbeitslos.,unemployed,A1
die Auswertung,Die Auswertung ergab interessante Daten.,evaluation,C2
das Gras,Das Gras wuchs schnell nach dem Regen.,grass,B1
logisch,Das war eine logische Entscheidung.,logical,B1
der Nachfolger,Der Nachfolger tritt morgen sein Amt an.,successor,B2
verzweifeln,Sie verzweifelte an der Aufgabe.,to despair,B2
bewältigen,Er bewältigte die Herausforderung.,to cope with,B2
die Emotion,Liebe ist eine starke Emotion.,emotion,B1
die Armut,Armut ist ein globales Problem.,poverty,B2
das Australien,Australien ist bekannt für Kängurus.,Australia,B2
klagen,Er klagt über Rückenschmerzen.,to complain,B1
schade,"Schade, dass wir es verpasst haben.",(it’s a) pity,A2
die Scheibe,Er legte die Scheibe in den Player ein.,disk,B1
verbleiben,Wir verbleiben bis morgen hier.,to remain,C1
der Widerspruch,Sein Widerspruch war klar formuliert.,contradiction,B2
dastehen,Er stand den ganzen Tag still da.,to stand there,B2
nervös,Vor der Prüfung war er sehr nervös.,nervous,A2
regieren,Der Präsident regiert das Land.,to rule,B1
der Regisseur,Der Regisseur inszeniert den Film.,director,B1
süß,Das süße Dessert verführt die Gäste.,sweet,A2
die Villa,Die Villa am See gehört einem Künstler.,villa,B1
weh,Mein Kopf tut schrecklich weh.,sore,A1
entlassen,Der Manager wurde fristlos entlassen.,to dismiss,B1
die Presse,Die Presse berichtete über den Vorfall.,press,B1
womit,Womit hast du dieses Ticket bezahlt?,with what,A2
abstimmen,Wir müssen über den Vorschlag abstimmen.,to vote,B1
fair,Das faire Urteil wurde respektiert.,fair,B1
hervorragend,Das hervorragende Essen wurde gelobt.,outstanding,B1
umfangreich,Die umfangreiche Liste schien endlos.,extensive,C1
die EZB,Die EZB trifft Entscheidungen.,European Central Bank,
die Infrastruktur,Die Infrastruktur wurde verbessert.,infrastructure,C1
der Konkurrent,Der Konkurrent senkte die Preise.,competitor,C1
die Party,Die Party dauerte bis spät in die Nacht.,party,A1
die Wellenlänge,Die Wellenlänge wurde gemessen.,wavelength,C1
der Anhänger,Der Anhänger wurde gestern repariert.,pendant,B1
betrieblich,Die betriebliche Leistung steigt.,operational,
die Finanzierung,Die Finanzierung wurde gesichert.,financing,C1
die Inflation,Die Inflation stieg auf ein Rekordhoch.,inflation,C2
murmeln,Er murmelt leise vor sich hin.,to mumble,B2
die Plattform,Die Plattform brach unter der Last.,platform,C1
dominieren,Er dominiert das Spielgeschehen.,to dominate,C1
einräumen,Er musste seinen Fehler einräumen.,to put away,C1
herausstellen,Es stellte sich als wahr heraus.,to emphasize,B2
die Kleidung,Die Kleidung trocknet in der Sonne.,clothes,A1
vereinen,"Das Ziel ist, die Gruppen zu vereinen.",to unite,B1
der Bundesrat,Der Bundesrat hat dem Gesetz zugestimmt.,Bundesrat,
abbrechen,Das Spiel wurde wegen Regen abgebrochen.,to break off,B1
die Aufklärung,Die Aufklärung des Falls dauerte lange.,enlightenment,B2
auskommen,Mit diesem Geld kommt er kaum aus.,to get by,B2
denkbar,"Es ist denkbar, dass es morgen regnet.",conceivable,C1
der Fernseher,Der Fernseher lief den ganzen Abend.,television,A2
der Italiener,Der Italiener spricht schnell.,Italian,B2
mangeln,Es mangelt hier an frischem Obst.,to lack,C1
die Schönheit,Er bewunderte die Schönheit lange.,beauty,A2
verarbeiten,Er verarbeitete die Daten schnell.,to use,B2
verkünden,Der Sprecher verkündete die Nachricht.,to announce,B1
das Dänemark,Dänemark liegt nördlich von Deutschland.,Denmark,B2
dazwischen,Er stand dazwischen und hörte zu.,in between,B1
einsteigen,Er steigt jeden Morgen in den Zug ein.,to board,A1
das Tibet,Tibet liegt im Hochland von Asien.,Tibet,C1
die Webseite,Die Webseite lädt sehr schnell.,website,A2
widersprechen,Er widersprach den Vorwürfen vehement.,to contradict,B1
der Besitzer,Der Besitzer begrüßt die Gäste.,owner,A2
japanisch,Wir kochten ein japanisches Gericht.,Japanese,B2
ärgern,Er ärgert seine kleine Schwester.,to annoy,B1
die Persönlichkeit,Ihre Persönlichkeit hinterließ Eindruck.,personality,B1
die Truppe,Die Truppe marschiert durch die Stadt.,troops,A2
ausdrücklich,Sie gab eine ausdrückliche Anweisung.,explicit,B2
die Einschätzung,Die Einschätzung war fehlerhaft.,opinion,C1
funktionell,Das Design ist sehr funktionell.,functional,C2
das Gewebe,Das Gewebe dehnte sich unter Druck.,fabric,B2
das Resultat,Das Resultat bestätigt die Theorie.,result,B2
die Verwandte,Die Verwandten kommen zu Besuch.,relative,A1
die Anordnung,Die Anordnung wurde streng befolgt.,order,B2
aufwachen,Ich bin heute früh aufgewacht.,to wake up,B1
die Kasse,Die Kasse schließt um acht Uhr.,cash register,A1
die Schulden,Die Schulden drückten ihn schwer.,debt,A1
der Hinblick,Im Hinblick darauf ändert sich nichts.,view,C1
die Last,Die Last drückt schwer auf den Rücken.,load,B1
zuhause,Ich bleibe heute lieber zuhause.,at home,B1
einheitlich,Die einheitliche Regelung gilt überall.,uniform,B1
fünfzehn,Fünfzehn Minuten sind vergangen.,fifteen,
überschreiten,Das Limit wurde überschritten.,to exceed,B1
die Version,Die Version wurde aktualisiert.,version,B1
die Zunge,Die Zunge ist ein wichtiges Organ.,tongue,A2
dänisch,Die dänische Küche ist sehr beliebt.,Danish,C1
die Einladung,Die Einladung zur Feier kam per Post.,invitation,A1
die Vielzahl,Die Vielzahl der Optionen verwirrte ihn.,multitude,C1
der Arbeitgeber,Der Arbeitgeber ist zufrieden.,employer,B2
die Höhle,Die Höhle bot Schutz vor dem Regen.,cave,B2
die Lücke,Die Lücke im Zaun wurde repariert.,gap,B2
mehrmals,Er hat sie heute mehrmals angerufen.,repeatedly,B2
subjektiv,Subjektive Ansichten führten zu Streit.,subjective,C2
unangenehm,Das unangenehme Wetter hält an.,unpleasant,B1
das Wirtschaftsforum,Das Wirtschaftsforum ist jährlich.,economic forum,
die Angelegenheit,Diese Angelegenheit muss geklärt werden.,matter,A2
charakteristisch,Das ist ein charakteristisches Merkmal.,characteristic,C2
die Einnahme,Die Einnahme stieg im letzten Jahr.,income,B1
der Islam,Der Islam ist eine große Religion.,Islam,C1
basieren,Die Theorie basiert auf Fakten.,to be based on,B1
einkaufen,Sie geht jeden Freitag einkaufen.,to shop,A1
eintragen,Er trägt seinen Namen in die Liste ein.,to enter,B1
der Vortrag,Der Vortrag fesselte das Publikum.,lecture,B1
das Zelt,Das Zelt stand auf einer schönen Wiese.,tent,A2
zusammensetzen,Er setzte das Puzzle zusammen.,to put together,C1
bedanken,Er bedankt sich herzlich für die Hilfe.,to thank,A2
die Brille,Die Brille lag auf dem Schreibtisch.,glasses,A2
die Sammlung,Die Sammlung wächst jeden Tag.,collection,B2
verschließen,Er verschließt die Tür sorgfältig.,to close,B2
der Entwurf,Der Entwurf erhält gute Kritik.,sketch,B2
seither,Seither hat sich viel geändert.,since then,B2
ansagen,Er sagt die nächste Station an.,to announce,B2
hemmen,Die Krise hemmt das Wachstum stark.,to inhibit,C2
die Intelligenz,Intelligenz allein reicht nicht aus.,intelligence,B1
senkrecht,Die senkrechte Linie trennt Bereiche.,vertical,B1
dringen,Das Wasser drang durch das Dach.,to press,B2
der Migrant,Der Migrant fand eine neue Heimat.,migrant,B1
probieren,Er probierte das neue Gericht.,to try,A2
das Turnier,Das Turnier endete unentschieden.,tournament,B2
verschaffen,Sie hat ihm alle Details verschafft.,to provide,A2
die Volkswirtschaft,Die Volkswirtschaft erholt sich langsam.,national economy,C2
bearbeiten,Er bearbeitet die Bilder am Computer.,to edit,B1
flexibel,Eine flexible Strategie hilft in Krisen.,flexible,B1
hierfür,Hierfür gibt es leider keine Beweise.,for this,B2
mobil,Er bleibt mobil trotz seines Alters.,mobile,C1
der Übersetzer,Der Übersetzer arbeitete sehr schnell.,translator,B1
wodurch,Wodurch bist du auf diese Idee gekommen?,how,B2
zusagen,Er hat die Einladung zugesagt.,to promise,B1
der Buchstabe,Der Buchstabe war kaum lesbar.,letter,A1
verdanken,Er verdankt seinen Erfolg harter Arbeit.,to owe,B1
vierzig,Vierzig Gäste kommen zur Feier.,forty,
der Vordergrund,Der Vordergrund des Bildes ist hell.,foreground,C2
der Reiz,Der Reiz des Abenteuers lockt.,stimulus,C1
verständlich,Die Anweisungen waren verständlich.,comprehensible,B1
der Wahlkampf,Der Wahlkampf war hart umkämpft.,election campaign,B2
flüssig,Benzin ist eine flüssige Substanz.,liquid,B2
der Sturm,Der Sturm wütete die ganze Nacht.,storm,B1
der Akteur,Der Akteur spielt die Hauptrolle.,player,C2
entnehmen,Er entnimmt das Buch aus dem Regal.,to take from,B2
räumen,Er räumt den Tisch nach dem Essen ab.,to clear,A2
konsequent,Er blieb in seinem Ansatz konsequent.,consistent,C2
bekämpfen,Die Feuerwehr bekämpft den Brand.,to fight,A2
das Gehalt,Das Gehalt wurde pünktlich überwiesen.,salary,A2
indes,Indes lief der Hund schon voraus.,meanwhile,C2
das Motto,Das Motto lautet “Gemeinsam stark.”,motto,B2
die Philosophie,Die Philosophie lehrt uns das Denken.,philosophy,B2
der Sender,Der Sender strahlt das Programm aus.,broadcasting station,B1
das Talent,Das Talent zum Singen ist selten.,talent,B1
extra,Er hat es extra für mich gemacht.,separately,B1
der Fleck,Der Fleck auf dem Hemd ist groß.,stain,B1
fressen,Der Hund fraß sein Futter schnell auf.,to eat,B1
die Klage,Die Klage wurde am Morgen eingereicht.,complaint,B1
anfangs,Anfangs war das Projekt sehr chaotisch.,initially,B1
die Beratung,Die Beratung dauert mehrere Stunden.,advice,B1
die Gestaltung,Die Gestaltung des Raumes ist modern.,design,C2
katholisch,Sie ist katholisch aufgewachsen.,Catholic,B2
merkwürdig,Sein Verhalten war wirklich merkwürdig.,strange,B1
bedecken,Der Schnee bedeckte die Dächer.,to cover,C1
die Kuh,Die Kuh graste friedlich auf der Wiese.,cow,A2
verknüpfen,Sie haben die Ereignisse verknüpft.,to tie,C1
drüben,Drüben liegt das alte Schloss.,over there,A2
erschießen,Der Polizist erschoss den Täter.,to shoot,A1
der Nutzer,Der Nutzer meldet ein Problem.,user,C2
die Stabilität,Die Stabilität gewährleistet Sicherheit.,stability,C1
verringern,Er verringerte die Ausgaben drastisch.,to reduce,B2
juristisch,Die juristische Lage ist unklar.,legal,B2
peinlich,Peinliche Stille breitete sich aus.,embarrassing,B1
die Anstrengung,Die Anstrengung hat sich gelohnt.,effort,B2
der Nationalsozialist,Der Nationalsozialist hielt eine Rede.,National Socialist,C2
rechtfertigen,Er rechtfertigt seine Handlungen.,to justify,B1
das Zitat,Das Zitat stammt von einem Dichter.,quotation,B2
die Anpassung,Die Anpassung der Regeln war nötig.,adaptation,B2
kaputt,Das Fahrrad war völlig kaputt.,broken,A1
die Menschheit,Die Zukunft der Menschheit ist ungewiss.,humanity,A2
die Note,"Die Note motivierte ihn, weiterzulernen.",note,A2
seufzen,"Er seufzt tief, als er das hörte.",to sigh,A1
die Achtung,Sie erwarb die Achtung ihrer Kollegen.,respect,A1
ausgleichen,Sie hat die Konten ausgeglichen.,to even out,B2
der Pilot,Der Pilot startet das Flugzeug.,pilot,A2
die Vereinbarung,Die Vereinbarung wurde getroffen.,agreement,B1
aufbrechen,Er brach die Tür mit Gewalt auf.,to leave,B1
das Labor,Das Labor untersuchte die Proben.,laboratory,A2
voraussetzen,Die Aufgabe setzt Vorwissen voraus.,to presuppose,B2
divers,Die diverse Gruppe diskutierte lebhaft.,diverse,C2
der Höhepunkt,Der Höhepunkt war das Abschlusskonzert.,highlight,B2
die Wiese,Die Wiese war grün und blühend.,meadow,B1
die Anerkennung,Die Anerkennung seiner Arbeit war groß.,recognition,B2
ausgeprägt,Sie hat ein ausgeprägtes Talent gezeigt.,distinct,C1
die Autobahn,Die Autobahn war stark befahren.,expressway,A1
die Formulierung,Die Formulierung klingt präzise.,formulation,C1
die Berücksichtigung,The consideration reduces risks.,consideration,C2
dementsprechend,Er verhielt sich dementsprechend.,accordingly,C2
der Schreck,Der Schreck fuhr ihm in die Glieder.,fright,B1
das Weihnachten,Weihnachten ist das Fest der Familie.,Christmas,A1
der Anschluss,Der Anschluss funktioniert einwandfrei.,connection,A1
entziehen,Sie haben ihn aus dem Team entzogen.,to take away,B2
die Reduktion,Die Reduktion der Kosten war nötig.,reduction,C2
das Schwein,Das Schwein im Stall grunzt laut.,pig,A2
sofern,"Sofern es regnet, bleiben wir drinnen.",provided that,B2
anstreben,Sie strebt täglich nach Erfolg an.,to aim at,C1
beklagen,Er beklagt sich über den Lärm.,to complain,B2
einigen,Sie einigten sich auf einen Plan.,to unite,A2
die Freundschaft,Die Freundschaft hielt ein Leben lang.,friendship,B1
die Hütte,Die Hütte bot Schutz vor dem Sturm.,hut,B1
der Mantel,Er zog den Mantel bei Regen an.,coat,A2
die Prognose,Die Prognose stimmt oft nicht.,prognosis,C1
zugehörig,Er fühlte sich der Gruppe zugehörig.,belonging,C2
analytisch,Er hat eine analytische Denkweise.,analytic,C2
das Anliegen,Das Anliegen wurde vorgebracht.,request,B2
locker,Die Atmosphäre war sehr locker.,loose,B1
sonstig,Er erledigte sonstige Aufgaben.,other,C1
abwarten,"Er wartet ab, was passieren wird.",to wait,B1
bitter,Die bittere Wahrheit kam ans Licht.,bitter,A1
permanent,Er hat jetzt eine permanente Stelle.,permanent,C1
das Abkommen,Das Abkommen wurde ratifiziert.,agreement,B2
die Abstimmung,Effektive Abstimmung sparte Ressourcen.,vote,B2
der Geschmack,Der Geschmack der Suppe ist einzigartig.,taste,B1
nachfolgend,Der nachfolgende Tag war ruhig.,following,C2
nachfolgen,Die Schüler folgen dem Lehrer nach.,to follow,C2
neigen,Er hat sich an die Wand geneigt.,to bend,B2
die Rente,Er genießt seine wohlverdiente Rente.,pension,B1
das Taxi,Das Taxi bringt uns direkt zum Hotel.,taxi,A1
vorhin,Vorhin habe ich ihn noch gesehen.,a short time ago,B1
die Zusammenfassung,Die Zusammenfassung war prägnant.,summary,C1
die Disziplin,Disziplin ist wichtig im Sport.,discipline,B2
der Aufstieg,Der Aufstieg auf den Berg war mühsam.,climb,B2
keinerlei,Er zeigte keinerlei Interesse.,no ... at all,B1
der Mond,Der Mond scheint hell am Himmel.,moon,B1
professionell,Professionelle Berater bieten Lösungen.,professional,B1
